blog_url,title,internal_link_count,unique_pages_linking,sample_sources
https://brushonblock.com/blogs/news/hot-tips-for-your-skincare-this-summer,Hot Tips for Your Skincare this Summer,6,2,https://brushonblock.com/blogs/news/5-ways-exercise-makes-your-gorgeous; https://brushonblock.com/blogs/news/50-is-the-new-40-surprising-tips-for-anti-aging
https://brushonblock.com/blogs/news/5-ways-exercise-makes-your-gorgeous,5 Ways Exercise Makes You Gorgeous,6,2,https://brushonblock.com/blogs/news/6-wonderful-winter-beauty-tips; https://brushonblock.com/blogs/news/hot-tips-for-your-skincare-this-summer
https://brushonblock.com/blogs/news/6-wonderful-winter-beauty-tips,6 Wonderful Winter Beauty Tips,6,2,https://brushonblock.com/blogs/news/5-ways-exercise-makes-your-gorgeous; https://brushonblock.com/blogs/news/learning-to-love-the-skin-youre-in
https://brushonblock.com/blogs/news/sunscreen-skincare-secrets-revealed,Sunscreen Skincare Secrets Revealed!,6,2,https://brushonblock.com/blogs/news/5-best-independence-day-celebrations-in-the-us; https://brushonblock.com/blogs/news/whats-lurking-behind-your-liquid-face-products
https://brushonblock.com/blogs/news/the-importance-of-year-round-sunscreen,Using Sunscreen for All Outdoor Activities,6,2,https://brushonblock.com/blogs/news/5-best-independence-day-celebrations-in-the-us; https://brushonblock.com/blogs/news/what-s-the-best-sunscreen-for-your-holiday-vacation
https://brushonblock.com/blogs/news/learning-to-love-the-skin-youre-in,Learning to Love the Skin You&#39;re In,6,2,https://brushonblock.com/blogs/news/6-wonderful-winter-beauty-tips; https://brushonblock.com/blogs/news/back-to-basics-simple-skincare-steps-you-might-be-missing
https://brushonblock.com/blogs/news/back-to-basics-simple-skincare-steps-you-might-be-missing,Back to Basics: Simple Skincare Steps You Might Be Missing,6,2,https://brushonblock.com/blogs/news/laundry-detergent-and-your-skin; https://brushonblock.com/blogs/news/learning-to-love-the-skin-youre-in
https://brushonblock.com/blogs/news/laundry-detergent-and-your-skin,Laundry Detergent and Your Skin,6,2,https://brushonblock.com/blogs/news/back-to-basics-simple-skincare-steps-you-might-be-missing; https://brushonblock.com/blogs/news/getting-inked-how-tattoos-affect-your-skin
https://brushonblock.com/blogs/news/getting-inked-how-tattoos-affect-your-skin,Getting Inked: How Tattoos Affect Your Skin,6,2,https://brushonblock.com/blogs/news/a-simple-way-to-make-sunscreen-part-of-your-everyday-routine-1; https://brushonblock.com/blogs/news/laundry-detergent-and-your-skin
https://brushonblock.com/blogs/news/a-simple-way-to-make-sunscreen-part-of-your-everyday-routine-1,A Simple Way to Make Sunscreen Part of Your Everyday Routine,6,2,https://brushonblock.com/blogs/news/getting-inked-how-tattoos-affect-your-skin; https://brushonblock.com/blogs/news/sunscreen-protects-skin-from-aging
https://brushonblock.com/blogs/news/sunscreen-protects-skin-from-aging,Sunscreen Protects Skin from Aging,6,2,https://brushonblock.com/blogs/news/a-simple-way-to-make-sunscreen-part-of-your-everyday-routine-1; https://brushonblock.com/blogs/news/mineral-sunscreen-is-kid-friendly
https://brushonblock.com/blogs/news/mineral-sunscreen-is-kid-friendly,Mineral Sunscreen is Kid-Friendly!,6,2,https://brushonblock.com/blogs/news/sunscreen-protects-skin-from-aging; https://brushonblock.com/blogs/news/what-you-need-to-know-about-mineral-sunscreen-1
https://brushonblock.com/blogs/news/why-is-powder-sunscreen-so-popular,Why Is Powder Sunscreen So Popular?,6,2,https://brushonblock.com/blogs/news/fall-is-here-is-do-i-need-to-wear-sunscreen; https://brushonblock.com/blogs/news/whats-lurking-behind-your-liquid-face-products
https://brushonblock.com/blogs/news/what-you-need-to-know-about-mineral-sunscreen-1,What You Need to Know About Mineral Sunscreen,6,2,https://brushonblock.com/blogs/news/mineral-sunscreen-is-kid-friendly; https://brushonblock.com/blogs/news/top-3-tips-to-use-sunscreen-properly
https://brushonblock.com/blogs/news/top-3-tips-to-use-sunscreen-properly,Top 3 Tips to Use Sunscreen Properly,6,2,https://brushonblock.com/blogs/news/what-exactly-is-mineral-sunscreen-and-why-should-you-use-it; https://brushonblock.com/blogs/news/what-you-need-to-know-about-mineral-sunscreen-1
https://brushonblock.com/blogs/news/what-exactly-is-mineral-sunscreen-and-why-should-you-use-it,What Exactly is Mineral Sunscreen and Why Should You Use It?,6,2,https://brushonblock.com/blogs/news/how-to-choose-the-best-sunscreen; https://brushonblock.com/blogs/news/top-3-tips-to-use-sunscreen-properly
https://brushonblock.com/blogs/news/how-to-choose-the-best-sunscreen,How to Choose the Best Sunscreen,6,2,https://brushonblock.com/blogs/news/4-things-about-sunscreen-you-may-not-have-realized; https://brushonblock.com/blogs/news/what-exactly-is-mineral-sunscreen-and-why-should-you-use-it
https://brushonblock.com/blogs/news/battling-burns-take-care-of-yourself,Battling Sun Burns: Take Care of Yourself!,6,2,https://brushonblock.com/blogs/news/4-things-about-sunscreen-you-may-not-have-realized; https://brushonblock.com/blogs/news/fall-is-here-is-do-i-need-to-wear-sunscreen
https://brushonblock.com/blogs/news/4-things-about-sunscreen-you-may-not-have-realized,4 Things About Sunscreen You May Not Have Realized,6,2,https://brushonblock.com/blogs/news/battling-burns-take-care-of-yourself; https://brushonblock.com/blogs/news/how-to-choose-the-best-sunscreen
https://brushonblock.com/blogs/news/fall-is-here-is-do-i-need-to-wear-sunscreen,"Fall is Here, do I Need to Wear Sunscreen?",6,2,https://brushonblock.com/blogs/news/battling-burns-take-care-of-yourself; https://brushonblock.com/blogs/news/why-is-powder-sunscreen-so-popular
https://brushonblock.com/blogs/news/whats-lurking-behind-your-liquid-face-products,What&#39;s Lurking In Your Liquid Face Products?,6,2,https://brushonblock.com/blogs/news/sunscreen-skincare-secrets-revealed; https://brushonblock.com/blogs/news/why-is-powder-sunscreen-so-popular
https://brushonblock.com/blogs/news/5-best-independence-day-celebrations-in-the-us,5 Best Independence Day Celebrations in the US,6,2,https://brushonblock.com/blogs/news/sunscreen-skincare-secrets-revealed; https://brushonblock.com/blogs/news/the-importance-of-year-round-sunscreen
https://brushonblock.com/blogs/news/what-s-the-best-sunscreen-for-your-holiday-vacation,What’s the Best Sunscreen for Your Holiday Vacation?,6,2,https://brushonblock.com/blogs/news/3-ways-brush-on-block-is-eco-friendly; https://brushonblock.com/blogs/news/the-importance-of-year-round-sunscreen
https://brushonblock.com/blogs/news/3-ways-brush-on-block-is-eco-friendly,3 Ways We&#39;re Eco-Friendly,6,2,https://brushonblock.com/blogs/news/3-holiday-packing-tips-for-trips; https://brushonblock.com/blogs/news/what-s-the-best-sunscreen-for-your-holiday-vacation
https://brushonblock.com/blogs/news/3-holiday-packing-tips-for-trips,3 Reasons Brush On Block Is Perfect For Your Holiday Trip,6,2,https://brushonblock.com/blogs/news/3-ways-brush-on-block-is-eco-friendly; https://brushonblock.com/blogs/news/travis-forrester-evans-photographer-brush-on-block-user
https://brushonblock.com/blogs/news/travis-forrester-evans-photographer-brush-on-block-user,"Travis Forrester Evans, Photographer &amp; Brush On Block User",6,2,https://brushonblock.com/blogs/news/3-holiday-packing-tips-for-trips; https://brushonblock.com/blogs/news/3-ways-to-use-brush-on-block-translucent
https://brushonblock.com/blogs/news/3-ways-to-use-brush-on-block-translucent,3 Ways To Use Brush On Block Translucent,6,2,https://brushonblock.com/blogs/news/travis-forrester-evans-photographer-brush-on-block-user; https://brushonblock.com/blogs/news/why-you-need-sunscreen-even-on-snowy-days
https://brushonblock.com/blogs/news/why-you-need-sunscreen-even-on-snowy-days,Why You Need Sunscreen Even On Snowy Days,6,2,https://brushonblock.com/blogs/news/3-ways-to-use-brush-on-block-translucent; https://brushonblock.com/blogs/news/brush-on-block-user-dr-lauren-boudreaux-dermatologist
https://brushonblock.com/blogs/news/brush-on-block-user-dr-lauren-boudreaux-dermatologist,"Dr. Lauren Boudreaux, Dermatologist &amp; Brush On Block User",6,2,https://brushonblock.com/blogs/news/brush-on-blocks-story; https://brushonblock.com/blogs/news/why-you-need-sunscreen-even-on-snowy-days
https://brushonblock.com/blogs/news/brush-on-blocks-story,Brush On Block&#39;s Story,6,2,https://brushonblock.com/blogs/news/brush-on-block-sunscreen-quiz; https://brushonblock.com/blogs/news/brush-on-block-user-dr-lauren-boudreaux-dermatologist
https://brushonblock.com/blogs/news/brush-on-block-sunscreen-quiz,Quiz: How Much Do You Know About Sunscreen?,6,2,https://brushonblock.com/blogs/news/brush-on-blocks-story; https://brushonblock.com/blogs/news/the-important-monthly-habit-you-need-to-add-to-your-skincare-routine
https://brushonblock.com/blogs/news/the-important-monthly-habit-you-need-to-add-to-your-skincare-routine,The Important Habit You Need To Add To Your Skincare Routine,6,2,https://brushonblock.com/blogs/news/brush-on-block-sunscreen-quiz; https://brushonblock.com/blogs/news/get-to-know-real-brush-on-block-users
https://brushonblock.com/blogs/news/4-simple-small-resolutions-with-a-big-impact,"4 Simple, Small Resolutions With A Big Impact",6,2,https://brushonblock.com/blogs/news/get-to-know-real-brush-on-block-users; https://brushonblock.com/blogs/news/the-reason-you-should-choose-mineral-makeup-sunscreen-over-traditional-lotion
https://brushonblock.com/blogs/news/get-to-know-real-brush-on-block-users,Get To Know Brush On Block Users,6,2,https://brushonblock.com/blogs/news/4-simple-small-resolutions-with-a-big-impact; https://brushonblock.com/blogs/news/the-important-monthly-habit-you-need-to-add-to-your-skincare-routine
https://brushonblock.com/blogs/news/the-reason-you-should-choose-mineral-makeup-sunscreen-over-traditional-lotion,Why You Need To Use Mineral Makeup Sunscreen Over Traditional Lotion,6,2,https://brushonblock.com/blogs/news/4-simple-small-resolutions-with-a-big-impact; https://brushonblock.com/blogs/news/sunscreen-101-chemical-or-physical-sunscreen
https://brushonblock.com/blogs/news/sunscreen-101-chemical-or-physical-sunscreen,Sunscreen 101 — Chemical or Physical Sunscreen,6,2,https://brushonblock.com/blogs/news/sunscreen-101-ingredients-to-leave-at-home; https://brushonblock.com/blogs/news/the-reason-you-should-choose-mineral-makeup-sunscreen-over-traditional-lotion
https://brushonblock.com/blogs/news/sunscreen-101-ingredients-to-leave-at-home,Sunscreen 101 — Ingredients to Leave at Home,6,2,https://brushonblock.com/blogs/news/sunscreen-101-chemical-or-physical-sunscreen; https://brushonblock.com/blogs/news/sunscreen-101-uva-and-uvb-rays
https://brushonblock.com/blogs/news/sunscreen-101-uva-and-uvb-rays,Sunscreen 101 — UVA and UVB Rays,6,2,https://brushonblock.com/blogs/news/founder-and-ceo-andrea-wetsels-sunscreen-story; https://brushonblock.com/blogs/news/sunscreen-101-ingredients-to-leave-at-home
https://brushonblock.com/blogs/news/founder-and-ceo-andrea-wetsels-sunscreen-story,BRUSH ON BLOCK® Founder and CEO Andrea Wetsel&#39;s Sun Care Story,6,2,https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologists-lauren-and-brooke-the-skin-sisters; https://brushonblock.com/blogs/news/sunscreen-101-uva-and-uvb-rays
https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologists-lauren-and-brooke-the-skin-sisters,Sun Care Q&amp;A with Dermatology Duo The Skin Sisters,6,2,https://brushonblock.com/blogs/news/founder-and-ceo-andrea-wetsels-sunscreen-story; https://brushonblock.com/blogs/news/sunscreen-101-expiration-dates
https://brushonblock.com/blogs/news/sunscreen-101-expiration-dates,Sunscreen 101 — Expiration Dates,6,2,https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-dr-carly-roman; https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologists-lauren-and-brooke-the-skin-sisters
https://brushonblock.com/blogs/news/sunscreen-101,Sunscreen 101 — What Do SPF Numbers Mean?,6,2,https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-dr-carly-roman; https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-the-derm-fox
https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-dr-carly-roman,Sun Care Q&amp;A with Dermatologist Doctor Carly Roman,6,2,https://brushonblock.com/blogs/news/sunscreen-101; https://brushonblock.com/blogs/news/sunscreen-101-expiration-dates
https://brushonblock.com/blogs/news/sun-safe-tip-round-up,Sun-Safe Tip Round Up,6,2,https://brushonblock.com/blogs/news/dr-lauren-boudreaux-on-skin-cancer-awareness-month; https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-the-derm-fox
https://brushonblock.com/blogs/news/ask-a-dermatologist-sun-care-q-a-with-dr-lauren-boudreaux,Ask A Dermatologist: Sun Care Q&amp;A with Dr. Lauren Boudreaux (Facebook Live),6,2,https://brushonblock.com/blogs/news/dr-lauren-boudreaux-on-skin-cancer-awareness-month; https://brushonblock.com/blogs/news/men-sun-care-why-you-should-encourage-the-men-in-your-life-to-apply-sunscreen-daily
https://brushonblock.com/blogs/news/sun-care-q-a-with-dermatologist-the-derm-fox,Sun Care Q&amp;A with Dermatology NP The Derm Fox,6,2,https://brushonblock.com/blogs/news/sun-safe-tip-round-up; https://brushonblock.com/blogs/news/sunscreen-101
https://brushonblock.com/blogs/news/dr-lauren-boudreaux-on-skin-cancer-awareness-month,Dr. Lauren Boudreaux on Skin Cancer Awareness Month,6,2,https://brushonblock.com/blogs/news/ask-a-dermatologist-sun-care-q-a-with-dr-lauren-boudreaux; https://brushonblock.com/blogs/news/sun-safe-tip-round-up
https://brushonblock.com/blogs/news/men-sun-care-why-you-should-encourage-the-men-in-your-life-to-apply-sunscreen-daily,Men &amp; Sun Care: Why You Should Encourage The Men In Your Life To Apply Sunscreen Daily,6,2,https://brushonblock.com/blogs/news/ask-a-dermatologist-sun-care-q-a-with-dr-lauren-boudreaux; https://brushonblock.com/blogs/news/help-little-ones-learn-sun-safety-the-down-under-way
https://brushonblock.com/blogs/news/help-little-ones-learn-sun-safety-the-down-under-way,Help Little Ones Learn Sun Safety the Down Under Way!,6,2,https://brushonblock.com/blogs/news/men-sun-care-why-you-should-encourage-the-men-in-your-life-to-apply-sunscreen-daily; https://brushonblock.com/blogs/news/ocean-friendly-blog-post-title
https://brushonblock.com/blogs/news/ocean-friendly-blog-post-title,Everything You Need To Know About Marine-Friendly Sunscreen,6,2,https://brushonblock.com/blogs/news/be-prepared-with-must-haves-for-back-to-school-backpacks; https://brushonblock.com/blogs/news/help-little-ones-learn-sun-safety-the-down-under-way
https://brushonblock.com/blogs/news/be-prepared-with-must-haves-for-back-to-school-backpacks,Be Prepared with Must-Haves for Back-to-School Backpacks,6,2,https://brushonblock.com/blogs/news/ocean-friendly-blog-post-title; https://brushonblock.com/blogs/news/vegan-makeup-for-animal-lovers
https://brushonblock.com/blogs/news/vegan-makeup-for-animal-lovers,Vegan Makeup for Animal Lovers,6,2,https://brushonblock.com/blogs/news/be-prepared-with-must-haves-for-back-to-school-backpacks; https://brushonblock.com/blogs/news/importance-of-wearing-sunscreen-in-the-fall-and-winter-months
https://brushonblock.com/blogs/news/importance-of-wearing-sunscreen-in-the-fall-and-winter-months,Fall Fashion - Go Bold With Layers,6,2,https://brushonblock.com/blogs/news/three-favorite-pumpkin-treats-for-your-skin; https://brushonblock.com/blogs/news/vegan-makeup-for-animal-lovers
https://brushonblock.com/blogs/news/three-favorite-pumpkin-treats-for-your-skin,Three Favorite Pumpkin Treats For Your Skin,6,2,https://brushonblock.com/blogs/news/importance-of-wearing-sunscreen-in-the-fall-and-winter-months; https://brushonblock.com/blogs/news/tasty-treats-you-wont-mind-are-vegan
https://brushonblock.com/blogs/news/resolve-to-reapply,Resolve to Reapply,6,2,https://brushonblock.com/blogs/news/sun-protection-on-snow-and-ice; https://brushonblock.com/blogs/news/tasty-treats-you-wont-mind-are-vegan
https://brushonblock.com/blogs/news/tasty-treats-you-wont-mind-are-vegan,Tasty Treats To Enjoy With Friends &amp; Family,6,2,https://brushonblock.com/blogs/news/resolve-to-reapply; https://brushonblock.com/blogs/news/three-favorite-pumpkin-treats-for-your-skin
https://brushonblock.com/blogs/news/sun-protection-on-snow-and-ice,Sun Protection on Snow and Ice,6,2,https://brushonblock.com/blogs/news/resolve-to-reapply; https://brushonblock.com/blogs/news/select-the-best-sun-protection-for-your-vacation
https://brushonblock.com/blogs/news/select-the-best-sun-protection-for-your-vacation,Best Sun Protection for Your Vacation,6,2,https://brushonblock.com/blogs/news/sun-protection-on-snow-and-ice; https://brushonblock.com/blogs/news/why-brush-on-block-is-best
https://brushonblock.com/blogs/news/why-brush-on-block-is-best,Why BRUSH ON BLOCK® Is Best,6,2,https://brushonblock.com/blogs/news/how-it-is-made-the-making-of-our-brush; https://brushonblock.com/blogs/news/select-the-best-sun-protection-for-your-vacation
https://brushonblock.com/blogs/news/reflections-on-international-womens-day-from-brush-on-block-founder-andrea-wetsel,Reflections on International Women&#39;s Day from BRUSH ON BLOCK® Founder Andrea Wetsel,6,2,https://brushonblock.com/blogs/news/how-it-is-made-the-making-of-our-brush; https://brushonblock.com/blogs/news/why-your-lips-deserve-protective-lip-oil-spf-32
https://brushonblock.com/blogs/news/how-it-is-made-the-making-of-our-brush,How It Is Made: The Making Of Our Brush,6,2,https://brushonblock.com/blogs/news/reflections-on-international-womens-day-from-brush-on-block-founder-andrea-wetsel; https://brushonblock.com/blogs/news/why-brush-on-block-is-best
https://brushonblock.com/blogs/news/why-your-lips-deserve-protective-lip-oil-spf-32,Why your lips deserve Protective Lip Oil SPF 32,6,2,https://brushonblock.com/blogs/news/get-moving-this-month; https://brushonblock.com/blogs/news/reflections-on-international-womens-day-from-brush-on-block-founder-andrea-wetsel
https://brushonblock.com/blogs/news/caring-for-our-earth,Celebrate Earth Day April 22,6,2,https://brushonblock.com/blogs/news/bob-kids-start-good-sunscreen-habits-early; https://brushonblock.com/blogs/news/suncare-and-tattoos
https://brushonblock.com/blogs/news/sun-protection-tips-part-1,Sun Protection Tips - Part 1,6,2,https://brushonblock.com/blogs/news/does-mineral-powder-sunscreen-really-work; https://brushonblock.com/blogs/news/suncare-and-tattoos
https://brushonblock.com/blogs/news/get-moving-this-month,Get Moving This Month!,6,2,https://brushonblock.com/blogs/news/bob-kids-start-good-sunscreen-habits-early; https://brushonblock.com/blogs/news/why-your-lips-deserve-protective-lip-oil-spf-32
https://brushonblock.com/blogs/news/bob-kids-start-good-sunscreen-habits-early,BOB KIDS - Start Good Sunscreen Habits Early,6,2,https://brushonblock.com/blogs/news/caring-for-our-earth; https://brushonblock.com/blogs/news/get-moving-this-month
https://brushonblock.com/blogs/news/suncare-and-tattoos,Sunscreen and Tattoos,6,2,https://brushonblock.com/blogs/news/caring-for-our-earth; https://brushonblock.com/blogs/news/sun-protection-tips-part-1
https://brushonblock.com/blogs/news/sun-protection-tips-part-2,Sun Protection Tips - Part 2,6,2,https://brushonblock.com/blogs/news/does-mineral-powder-sunscreen-really-work; https://brushonblock.com/blogs/news/skincancerawareness
https://brushonblock.com/blogs/news/sun-protection-tips-part-3,Sun Protection Tips - Part 3,6,2,https://brushonblock.com/blogs/news/a-survivors-story; https://brushonblock.com/blogs/news/skincancerawareness
https://brushonblock.com/blogs/news/does-mineral-powder-sunscreen-really-work,Does Mineral Powder Sunscreen REALLY Work?,6,2,https://brushonblock.com/blogs/news/sun-protection-tips-part-1; https://brushonblock.com/blogs/news/sun-protection-tips-part-2
https://brushonblock.com/blogs/news/skincancerawareness,May is Skin Cancer Awareness Month,6,2,https://brushonblock.com/blogs/news/sun-protection-tips-part-2; https://brushonblock.com/blogs/news/sun-protection-tips-part-3
https://brushonblock.com/blogs/news/a-survivors-story,A Survivors Story I,6,2,https://brushonblock.com/blogs/news/fathers-day-skincare-gift-guide; https://brushonblock.com/blogs/news/sun-protection-tips-part-3
https://brushonblock.com/blogs/news/a-pre-fireworks-picnic,A Pre-Fireworks Picnic,6,2,https://brushonblock.com/blogs/news/fathers-day-skincare-gift-guide; https://brushonblock.com/blogs/news/it-s-not-makeup-what-we-want-men-to-know-about-bob
https://brushonblock.com/blogs/news/fathers-day-skincare-gift-guide,Father&#39;s Day Skincare Gift Guide,6,2,https://brushonblock.com/blogs/news/a-pre-fireworks-picnic; https://brushonblock.com/blogs/news/a-survivors-story
https://brushonblock.com/blogs/news/it-s-not-makeup-what-we-want-men-to-know-about-bob,It&#39;s NOT Makeup (What We Want Men to Know About BOB),6,2,https://brushonblock.com/blogs/news/a-pre-fireworks-picnic; https://brushonblock.com/blogs/news/reap-your-very-own-fall-harvest
https://brushonblock.com/blogs/news/reap-your-very-own-fall-harvest,Reap Your Very Own Fall Harvest,6,2,https://brushonblock.com/blogs/news/a-cause-near-and-dear-to-our-hearts; https://brushonblock.com/blogs/news/it-s-not-makeup-what-we-want-men-to-know-about-bob
https://brushonblock.com/blogs/news/brush-on-blocks-recommended-thanksgiving-recipes,Brush On Block&#39;s Recommended Thanksgiving Recipes!,6,2,https://brushonblock.com/blogs/news/cloudy-day-brush-away; https://brushonblock.com/blogs/news/family-activities-to-keep-everyone-sane-over-the-holidays
https://brushonblock.com/blogs/news/set-yourself-up-for-success-in-2020,Set Yourself Up for Success in 2020!,6,2,https://brushonblock.com/blogs/news/family-activities-to-keep-everyone-sane-over-the-holidays; https://brushonblock.com/blogs/news/sun-protection-in-the-snow
https://brushonblock.com/blogs/news/festivals,Best Music Festivals and your Festival Must-Haves,6,2,https://brushonblock.com/blogs/news/earth-day-is-turning-50; https://brushonblock.com/blogs/news/safe-self-tanning
https://brushonblock.com/blogs/news/teaching-your-children-to-apply-sunscreen,Teaching your children to apply sunscreen,6,2,https://brushonblock.com/blogs/news/earth-day-is-turning-50; https://brushonblock.com/blogs/news/the-myth-of-the-base-tan
https://brushonblock.com/blogs/news/let-s-talk-about-why-skin-care-professionals-choose-brush-on-block,Let’s Talk About Why Skin Care Professionals Choose Brush On Block,6,2,https://brushonblock.com/blogs/news/do-you-need-spf-indoors-in-the-car; https://brushonblock.com/blogs/news/national-oceans-month
https://brushonblock.com/blogs/news/help-protect-marine-life-during-national-ocean-month-and-beyond,Help protect marine life during National Ocean Month and beyond,6,2,https://brushonblock.com/blogs/news/grandma-what-beautiful-skin-you-have; https://brushonblock.com/blogs/news/national-oceans-month
https://brushonblock.com/blogs/news/lip-oil-shade-expansion,Protect your Lips with Fresh Color,6,2,https://brushonblock.com/blogs/news/do-you-need-spf-indoors-in-the-car; https://brushonblock.com/blogs/news/the-myth-of-the-base-tan
https://brushonblock.com/blogs/news/cloudy-day-brush-away,Why Wear Sunscreen On A Cloudy Day,6,2,https://brushonblock.com/blogs/news/a-cause-near-and-dear-to-our-hearts; https://brushonblock.com/blogs/news/brush-on-blocks-recommended-thanksgiving-recipes
https://brushonblock.com/blogs/news/family-activities-to-keep-everyone-sane-over-the-holidays,Family Activities to Keep Everyone Sane Over the Holidays,6,2,https://brushonblock.com/blogs/news/brush-on-blocks-recommended-thanksgiving-recipes; https://brushonblock.com/blogs/news/set-yourself-up-for-success-in-2020
https://brushonblock.com/blogs/news/a-cause-near-and-dear-to-our-hearts,A Cause Near and Dear to our Hearts,6,2,https://brushonblock.com/blogs/news/cloudy-day-brush-away; https://brushonblock.com/blogs/news/reap-your-very-own-fall-harvest
https://brushonblock.com/blogs/news/love-your-lips-self-care-tips,Tips to Help You Love Your Lips,6,2,https://brushonblock.com/blogs/news/sun-protection-in-the-snow; https://brushonblock.com/blogs/news/that-uv-index-on-your-phone-what-it-means
https://brushonblock.com/blogs/news/top-spring-break-destinations-for-families,Top Spring Break Destinations for Families,6,2,https://brushonblock.com/blogs/news/safe-self-tanning; https://brushonblock.com/blogs/news/that-uv-index-on-your-phone-what-it-means
https://brushonblock.com/blogs/news/safe-self-tanning,Safe Self-Tanning,6,2,https://brushonblock.com/blogs/news/festivals; https://brushonblock.com/blogs/news/top-spring-break-destinations-for-families
https://brushonblock.com/blogs/news/earth-day-is-turning-50,Earth Day is Turning 50!,6,2,https://brushonblock.com/blogs/news/festivals; https://brushonblock.com/blogs/news/teaching-your-children-to-apply-sunscreen
https://brushonblock.com/blogs/news/that-uv-index-on-your-phone-what-it-means,What the UV Index on your Phone Means,6,2,https://brushonblock.com/blogs/news/love-your-lips-self-care-tips; https://brushonblock.com/blogs/news/top-spring-break-destinations-for-families
https://brushonblock.com/blogs/news/sun-protection-in-the-snow,Sun Protection in the Snow,6,2,https://brushonblock.com/blogs/news/love-your-lips-self-care-tips; https://brushonblock.com/blogs/news/set-yourself-up-for-success-in-2020
https://brushonblock.com/blogs/news/the-myth-of-the-base-tan,The Myth of the Base Tan,6,2,https://brushonblock.com/blogs/news/lip-oil-shade-expansion; https://brushonblock.com/blogs/news/teaching-your-children-to-apply-sunscreen
https://brushonblock.com/blogs/news/do-you-need-spf-indoors-in-the-car,Do you need SPF indoors? In the car?,6,2,https://brushonblock.com/blogs/news/let-s-talk-about-why-skin-care-professionals-choose-brush-on-block; https://brushonblock.com/blogs/news/lip-oil-shade-expansion
https://brushonblock.com/blogs/news/translucent-or-touch-of-tan,Translucent or Touch of Tan?,6,2,https://brushonblock.com/blogs/news/back-to-school-kids; https://brushonblock.com/blogs/news/grandma-what-beautiful-skin-you-have
https://brushonblock.com/blogs/news/national-oceans-month,June is National Oceans Month,6,2,https://brushonblock.com/blogs/news/help-protect-marine-life-during-national-ocean-month-and-beyond; https://brushonblock.com/blogs/news/let-s-talk-about-why-skin-care-professionals-choose-brush-on-block
https://brushonblock.com/blogs/news/what-i-thought-vs-what-i-learned-sunscreen-101,Sunscreen 101: What I thought vs. What I Learned,6,2,https://brushonblock.com/blogs/news/how-do-i-know-if-im-wearing-enough-brush-on-block; https://brushonblock.com/blogs/news/sunscreen-testing-what-it-means-to-consumers
https://brushonblock.com/blogs/news/grandma-what-beautiful-skin-you-have,"Grandma, What Beautiful Skin You Have!",6,2,https://brushonblock.com/blogs/news/help-protect-marine-life-during-national-ocean-month-and-beyond; https://brushonblock.com/blogs/news/translucent-or-touch-of-tan
https://brushonblock.com/blogs/news/back-to-school-kids,When Fall doesn&#39;t mean Back to School,6,2,https://brushonblock.com/blogs/news/take-labor-day-to-be-grateful; https://brushonblock.com/blogs/news/translucent-or-touch-of-tan
https://brushonblock.com/blogs/news/take-labor-day-to-be-grateful,"This Labor Day, show Gratitude",6,2,https://brushonblock.com/blogs/news/back-to-school-kids; https://brushonblock.com/blogs/news/stay-healthy-mentally
https://brushonblock.com/blogs/news/stay-healthy-mentally,Stay Healthy Mentally,6,2,https://brushonblock.com/blogs/news/roadtrip-ready-for-the-holidays; https://brushonblock.com/blogs/news/take-labor-day-to-be-grateful
https://brushonblock.com/blogs/news/roadtrip-ready-for-the-holidays,Roadtrip Ready for the Holidays,6,2,https://brushonblock.com/blogs/news/celebrate-lunar-new-year-welcome-the-ox; https://brushonblock.com/blogs/news/stay-healthy-mentally
https://brushonblock.com/blogs/news/celebrate-lunar-new-year-welcome-the-ox,Celebrate Lunar New Year - Welcome the Ox!,6,2,https://brushonblock.com/blogs/news/lip-care; https://brushonblock.com/blogs/news/roadtrip-ready-for-the-holidays
https://brushonblock.com/blogs/news/do-i-really-need-sunscreen-in-fall-and-winter,Do I really need sunscreen in Fall and Winter?,6,2,https://brushonblock.com/blogs/news/how-to-avoid-itchy-dry-skin-in-winter; https://brushonblock.com/blogs/news/sunglasses-more-than-just-a-fashionable-accessory
https://brushonblock.com/blogs/news/self-care-tips-for-winter-weather,Self-Care Tips for Winter Weather,6,2,https://brushonblock.com/blogs/news/how-to-avoid-itchy-dry-skin-in-winter; https://brushonblock.com/blogs/news/introducing-bob-kids-sun-balm-spf-40
https://brushonblock.com/blogs/news/lip-care,Lip Care The Ultimate Guide To Beautiful Healthy Lips,6,2,https://brushonblock.com/blogs/news/celebrate-lunar-new-year-welcome-the-ox; https://brushonblock.com/blogs/news/clear-your-skin-in-time-for-the-summer-sun
https://brushonblock.com/blogs/news/clear-your-skin-in-time-for-the-summer-sun,Clear your skin in time for the summer sun!,6,2,https://brushonblock.com/blogs/news/learn-about-the-drug-facts-on-your-sunscreen; https://brushonblock.com/blogs/news/lip-care
